Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
l6-333-99,,,,,,,,Forged Carbon,L6 333 99-2,0,shopify,5,deny,manual,17900.00,TRUE,TRUE,,,,,
l6-333-99,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.31.49_b8f44109-77c3-4201-9912-cb47eeb689e2.png,2,Rear diffuser (with tow bar) - Lamborghini Urus - L6 333 99 - Novitec,,
l6-333-99,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Rear diffuser (with tow bar) - Lamborghini Urus - L6 333 99 - Novitec,,
l6-333-73,Rear Diffuser (without tow bar) - Lamborghini Urus - L6 333 73 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Rear Diffuser (Original Look – Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> enhances the lower rear section while preserving the factory OEM styling. Designed to retain the original design language, this diffuser upgrades the rear bumper with a premium carbon fiber finish and a sharper, more performance-focused appearance.</p> <p>Manufactured from high-quality <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, the diffuser delivers lightweight construction and precise OEM-level integration.</p> <p><strong>Note:</strong> This version is designed <strong>only for vehicles without tow bar</strong>.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong><br><em>(Only for vehicles without tow bar)</em></p> <h2>Key Features</h2> <ul> <li> <p>Rear diffuser in original OEM look</p> </li> <li> <p>Manufactured from premium carbon fiber</p> </li> <li> <p>Visible carbon finish for a high-end performance appearance</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Designed for vehicles without tow bar</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Rear diffuser (original look version)</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Rear Diffuser</p> </li> <li> <p>Version: Original Look</p> </li> <li> <p>Vehicle Requirement: Without tow bar</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure proper alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 73</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> <p> </p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 73,0,shopify,5,deny,manual,17900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.28.10.png,1,Rear Diffuser (without tow bar) - Lamborghini Urus - L6 333 73 - Novitec,FALSE,active
l6-333-73,,,,,,,,Forged Carbon,L6 333 73-2,0,shopify,6,deny,manual,17900.00,TRUE,TRUE,,,,,
l6-333-73,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.31.49.png,2,Rear Diffuser (without tow bar) - Lamborghini Urus - L6 333 73 - Novitec,,
l6-333-73,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Rear Diffuser (without tow bar) - Lamborghini Urus - L6 333 73 - Novitec,,
l6-333-74,Roof Spoiler Cover - Lamborghini Urus - L6 333 74 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Roof Spoiler Cover (Original Look – Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> enhances the factory roof spoiler while preserving the original OEM design. This component overlays the existing spoiler, maintaining the stock shape but upgrading it with a premium carbon fiber finish for a sharper and more refined appearance.</p> <p>Manufactured from high-quality <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, the roof spoiler cover delivers lightweight construction and precise OEM-level integration, adding a subtle motorsport-inspired accent to the rear profile.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong></p> <h2>Key Features</h2> <ul> <li> <p>Roof spoiler cover in original OEM look</p> </li> <li> <p>Manufactured from premium carbon fiber</p> </li> <li> <p>Visible carbon finish for a high-end performance appearance</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Enhances rear styling without altering original design</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Roof spoiler cover (original look version)</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Roof Spoiler Cover</p> </li> <li> <p>Version: Original Look</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure precise alignment and secure bonding to the original spoiler.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 74</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> <p> </p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 74,0,shopify,3,deny,manual,5900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.36.49.png,1,Roof Spoiler Cover - Lamborghini Urus - L6 333 74 - Novitec,FALSE,active
l6-333-74,,,,,,,,Forged Carbon,L6 333 74-2,0,shopify,1,deny,manual,5900.00,TRUE,TRUE,,,,,
l6-333-74,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.32.18.png,2,Roof Spoiler Cover - Lamborghini Urus - L6 333 74 - Novitec,,
l6-333-74,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Roof Spoiler Cover - Lamborghini Urus - L6 333 74 - Novitec,,
l6-333-75,Side Panels - Lamborghini Urus - L6 333 75 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Side Panels (Original Look – Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> enhance the vehicle’s side profile while preserving the original OEM styling. Designed to retain the factory body lines, these carbon fiber panels add refined detailing and a subtle yet aggressive motorsport-inspired character.</p> <p>Manufactured from premium <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, the side panels offer lightweight construction and precise OEM-level integration.</p> <p><strong>Note:</strong> Not compatible with the <strong>NOVITEC ESTESO Widebody</strong> conversion.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong><br><em>(Not compatible with NOVITEC ESTESO Widebody)</em></p> <h2>Key Features</h2> <ul> <li> <p>Side panels in original OEM look</p> </li> <li> <p>Manufactured from high-quality carbon fiber</p> </li> <li> <p>Visible carbon finish for a premium performance appearance</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Designed for vehicles without ESTESO widebody conversion</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Side panels (left &amp; right) – original look version</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Side Panels</p> </li> <li> <p>Version: Original Look</p> </li> <li> <p>Compatibility Note: Not for ESTESO Widebody</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure correct alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 75</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 75,0,shopify,2,deny,manual,16900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.37.08.png,1,Side Panels - Lamborghini Urus - L6 333 75 - Novitec,FALSE,active
l6-333-75,,,,,,,,Forged Carbon,L6 333 75-2,0,shopify,2,deny,manual,16900.00,TRUE,TRUE,,,,,
l6-333-75,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.32.40.png,2,Side Panels - Lamborghini Urus - L6 333 75 - Novitec,,
l6-333-75,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Side Panels - Lamborghini Urus - L6 333 75 - Novitec,,
l6-333-76,Fender Covers 4-Part Set - Lamborghini Urus - L6 333 76 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Fender Covers – 4-Part Set (Original Look – Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> enhance the wheel arch areas while preserving the factory OEM design language. Developed to maintain the original styling, these carbon fiber covers add refined detailing and a subtle motorsport-inspired appearance without altering the stock body shape.</p> <p>Manufactured from premium <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, the 4-part set delivers lightweight construction and precise OEM-level integration.</p> <p><strong>Note:</strong> Not compatible with the <strong>NOVITEC ESTESO Widebody</strong> conversion.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong><br><em>(Not compatible with NOVITEC ESTESO Widebody)</em></p> <h2>Key Features</h2> <ul> <li> <p>4-part fender cover set in original OEM look</p> </li> <li> <p>Manufactured from high-quality carbon fiber</p> </li> <li> <p>Visible carbon finish for a premium performance appearance</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Designed for vehicles without ESTESO widebody conversion</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Fender covers – 4-part set (original look version)</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Fender Covers</p> </li> <li> <p>Version: Original Look (4-Part Set)</p> </li> <li> <p>Compatibility Note: Not for ESTESO Widebody</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure proper alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 76</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> <p> </p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 76,0,shopify,1,deny,manual,15900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.37.26.png,1,Fender Covers 4-Part Set - Lamborghini Urus - L6 333 76 - Novitec,FALSE,active
l6-333-76,,,,,,,,Forged Carbon,L6 333 76-2,0,shopify,5,deny,manual,15900.00,TRUE,TRUE,,,,,
l6-333-76,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.41.23.png,2,Fender Covers 4-Part Set - Lamborghini Urus - L6 333 76 - Novitec,,
l6-333-76,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Fender Covers 4-Part Set - Lamborghini Urus - L6 333 76 - Novitec,,
l6-333-72,Lateral Parts Front Bumper - Lamborghini Urus - L6 333 72 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Lateral Parts – Front Bumper (Original Look – Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> enhance the outer sections of the factory front bumper while preserving the original OEM styling. These components add refined carbon fiber detailing to the lateral areas, giving the vehicle a sharper and more performance-oriented appearance.</p> <p>Manufactured from premium <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, the lateral parts offer lightweight construction and precise OEM-level integration.</p> <p><strong>Note:</strong> Not compatible with the <strong>NOVITEC ESTESO Widebody</strong> conversion.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong><br><em>(Not compatible with NOVITEC ESTESO Widebody)</em></p> <h2>Key Features</h2> <ul> <li> <p>Lateral parts for front bumper in original OEM look</p> </li> <li> <p>Manufactured from high-quality carbon fiber</p> </li> <li> <p>Visible carbon finish for a premium performance appearance</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Designed for vehicles without ESTESO widebody conversion</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Lateral parts – front bumper (original look version)</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Front Bumper Lateral Parts</p> </li> <li> <p>Version: Original Look</p> </li> <li> <p>Compatibility Note: Not for ESTESO Widebody</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure proper alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 72</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> <p> </p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 72,0,shopify,3,deny,manual,6900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-31_at_14.27.51.png,1,Lateral Parts Front Bumper - Lamborghini Urus - L6 333 72 - Novitec,FALSE,active
l6-333-72,,,,,,,,Forged Carbon,L6 333 72-2,0,shopify,6,deny,manual,6900.00,TRUE,TRUE,,,,,
l6-333-72,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.39.01_5e336654-739b-4eb6-99f8-b4dd56a4eb9a.png,2,Lateral Parts Front Bumper - Lamborghini Urus - L6 333 72 - Novitec,,
l6-333-72,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Lateral Parts Front Bumper - Lamborghini Urus - L6 333 72 - Novitec,,
l6-333-71,Center Part Front Bumper - Lamborghini Urus - L6 333 71 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Center Part – Front Bumper (Original Look – Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> enhances the factory front bumper while retaining the original OEM design language. This component upgrades the center section with a premium carbon fiber finish, adding a refined yet sporty motorsport-inspired appearance.</p> <p>Manufactured from high-quality <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, the part delivers lightweight construction and precise OEM-level integration.</p> <p><strong>Note:</strong> Not compatible with the <strong>NOVITEC ESTESO Widebody</strong> conversion.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong><br><em>(Not compatible with NOVITEC ESTESO Widebody)</em></p> <h2>Key Features</h2> <ul> <li> <p>Center part for front bumper in original OEM look</p> </li> <li> <p>Manufactured from premium carbon fiber</p> </li> <li> <p>Visible carbon finish for a high-end performance appearance</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Designed for vehicles without ESTESO widebody conversion</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Center part – front bumper (original look version)</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Front Bumper Center Part</p> </li> <li> <p>Version: Original Look</p> </li> <li> <p>Compatibility Note: Not for ESTESO Widebody</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure correct alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 71</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> <p> </p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 71,0,shopify,1,deny,manual,7900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-31_at_14.27.24.png,1,Center Part Front Bumper - Lamborghini Urus - L6 333 71 - Novitec,FALSE,active
l6-333-71,,,,,,,,Forged Carbon,L6 333 71-2,0,shopify,6,deny,manual,7900.00,TRUE,TRUE,,,,,
l6-333-71,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.40.57.png,2,Center Part Front Bumper - Lamborghini Urus - L6 333 71 - Novitec,,
l6-333-71,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Center Part Front Bumper - Lamborghini Urus - L6 333 71 - Novitec,,
l6-333-70,Trunk Lid Cover - Lamborghini Urus - L6 333 70 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Trunk Lid Cover (Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> enhances the rear section with a refined and aggressive carbon fiber accent. Designed to integrate seamlessly with the factory tailgate, this component adds depth and a distinctive motorsport-inspired touch to the vehicle’s rear profile.</p> <p>Manufactured from premium <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, the trunk lid cover offers lightweight construction and precise OEM-level fitment, perfectly complementing other NOVITEC exterior upgrades.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong></p> <h2>Key Features</h2> <ul> <li> <p>Trunk lid cover in visible carbon</p> </li> <li> <p>Manufactured from high-quality carbon fiber</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Enhances rear styling with a performance-oriented look</p> </li> <li> <p>Complements other NOVITEC carbon components</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Trunk lid cover</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Trunk Lid Cover</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure proper alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 70</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> <p> </p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 70,0,shopify,4,deny,manual,5900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.36.29.png,1,Trunk Lid Cover - Lamborghini Urus - L6 333 70 - Novitec,FALSE,active
l6-333-70,,,,,,,,Forged Carbon,L6 333 70-2,0,shopify,3,deny,manual,5900.00,TRUE,TRUE,,,,,
l6-333-70,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.40.37.png,2,Trunk Lid Cover - Lamborghini Urus - L6 333 70 - Novitec,,
l6-333-70,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Trunk Lid Cover - Lamborghini Urus - L6 333 70 - Novitec,,
l6-333-84,Roof Spoiler RACE - Lamborghini Urus - L6 333 84 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Roof Spoiler RACE (Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> delivers a more aggressive and track-inspired appearance compared to the standard version. Designed to emphasize the sporty character of the Urus, the RACE version enhances rear aerodynamics and visual presence with a sharper and more dynamic profile.</p> <p>Manufactured from premium <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, this component combines lightweight construction with a bold motorsport aesthetic while maintaining precise OEM-level integration.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong></p> <h2>Key Features</h2> <ul> <li> <p>RACE version roof spoiler in visible carbon</p> </li> <li> <p>Manufactured from high-quality carbon fiber</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Enhances rear aerodynamics and sporty appearance</p> </li> <li> <p>Complements other NOVITEC carbon components</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Roof spoiler – RACE version</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Roof Spoiler</p> </li> <li> <p>Version: RACE</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure correct alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 84</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 84,0,shopify,3,deny,manual,16900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.23.33.png,1,Roof Spoiler RACE - Lamborghini Urus - L6 333 84 - Novitec,FALSE,active
l6-333-84,,,,,,,,Forged Carbon,L6 333 84-2,0,shopify,6,deny,manual,16900.00,TRUE,TRUE,,,,,
l6-333-84,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.37.55.png,2,Roof Spoiler RACE - Lamborghini Urus - L6 333 84 - Novitec,,
l6-333-84,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Roof Spoiler RACE - Lamborghini Urus - L6 333 84 - Novitec,,
l6-333-56,Roof Spoiler - Lamborghini Urus - L6 333 56 - Novitec,"<h2>Description</h2> <p>The <strong>NOVITEC Roof Spoiler (Visible Carbon)</strong> for the <strong>Lamborghini Urus</strong> enhances the upper rear section with a refined yet aggressive performance look. Designed for seamless OEM-level integration, this aerodynamic component sharpens the vehicle’s rear profile while maintaining the original design harmony.</p> <p>Manufactured from premium <strong>carbon fiber</strong> and finished in <strong>visible carbon</strong>, the roof spoiler delivers lightweight construction and a distinctive motorsport-inspired aesthetic, perfectly complementing other NOVITEC exterior upgrades.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong></p> <h2>Key Features</h2> <ul> <li> <p>Roof spoiler in visible carbon</p> </li> <li> <p>Manufactured from high-quality carbon fiber</p> </li> <li> <p>Lightweight and durable construction</p> </li> <li> <p>OEM-level integration and precise fitment</p> </li> <li> <p>Enhances rear styling and aerodynamic presence</p> </li> <li> <p>Designed to complement other NOVITEC carbon components</p> </li> </ul> <h2>Included Components</h2> <ul> <li> <p>Roof spoiler</p> </li> <li> <p>Required mounting / installation material (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Roof Spoiler</p> </li> <li> <p>Material: Carbon Fiber</p> </li> <li> <p>Finish: Visible Carbon</p> </li> </ul> <h2>Installation</h2> <p>Professional installation is strongly recommended to ensure proper alignment and secure mounting.</p> <h2>Part Number</h2> <ul> <li> <p><strong>L6 333 56</strong></p> </li> </ul> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Aerodynamics,"brand_novitec, car_lamborghini, category_aerodynamic, condition_new, install_available, model_urus, pricing_buy_now",TRUE,Variant,Visible Carbon,L6 333 56,0,shopify,2,deny,manual,11900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.35.53.png,1,Roof Spoiler - Lamborghini Urus - L6 333 56 - Novitec,FALSE,active
l6-333-56,,,,,,,,Forged Carbon,L6 333 56-2,0,shopify,1,deny,manual,11900.00,TRUE,TRUE,,,,,
l6-333-56,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-31at14.31.26.png,2,Roof Spoiler - Lamborghini Urus - L6 333 56 - Novitec,,
l6-333-56,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Roof Spoiler - Lamborghini Urus - L6 333 56 - Novitec,,
