Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
novitec-esteso-engine-bonnet-primed-partial-visible-carbon-bonnet-insert-purosangue,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-04at07.22.04.png,3,ESTESO Engine Bonnet - Ferrari Purosangue - F1 666 80/ 81 - Novitec,,
novitec-race-exhaust-no-flap-ss-purosangue,Exhaust system RACE without flap regulation - Ferrari Purosangue - F1 666 10/ 20/ 30 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC RACE Exhaust System without Flap Regulation</strong> for the Ferrari Purosangue is engineered to maximize exhaust flow and deliver an uncompromising, motorsport-inspired sound. Designed specifically for Ferrari’s naturally aspirated V12 engine, this system reduces backpressure and enhances performance while maintaining OEM-level fitment and long-term reliability.</p> <p>Available in multiple material configurations, each version offers a distinct balance of weight reduction, sound characteristics, and thermal efficiency.</p> <h4>Compatibility</h4> <p>Ferrari Purosangue</p> <h4>Key Features</h4> <ul> <li> <p>Power-optimized RACE exhaust system</p> </li> <li> <p>Non-valved configuration for a constant, aggressive exhaust note</p> </li> <li> <p>Improved exhaust flow and throttle response</p> </li> <li> <p>Developed specifically for the Ferrari Purosangue</p> </li> <li> <p>Direct replacement using factory mounting points</p> </li> <li> <p>Available in Stainless Steel, INCONEL, or Gold-Plated INCONEL</p> </li> </ul> <h4>Variants</h4> <h4>Stainless Steel</h4> <ul> <li> <p>Durable high-grade stainless steel construction</p> </li> <li> <p>Optimized performance and enhanced exhaust sound</p> </li> </ul> <h4>INCONEL</h4> <ul> <li> <p>Lightweight high-performance alloy</p> </li> <li> <p>Reduced overall system weight</p> </li> <li> <p>Sharper, motorsport-inspired exhaust tone</p> </li> </ul> <h4>Gold-Plated INCONEL</h4> <ul> <li> <p>Lightweight INCONEL construction</p> </li> <li> <p>Coated with 999 fine gold</p> </li> <li> <p>Significantly reduced heat radiation</p> </li> <li> <p>Maximum thermal efficiency and premium appearance</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Exhaust System</p> </li> <li> <p>Version: RACE without flap regulation</p> </li> <li> <p>Heat Protection: Complete heat-protected system</p> </li> <li dat",Novitec,Exhaust,"brand_novitec, car_ferrari, category_exhaust, condition_new, install_available, model_purosangue, pricing_buy_now",TRUE,Variant,Stainless Steel,F1 666 10,0,shopify,5,deny,manual,27900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-02at23.32.10.png,1,Exhaust system RACE without flap regulation - Ferrari Purosangue - F1 666 10/ 20/ 30 - Novitec,FALSE,active
novitec-race-exhaust-no-flap-ss-purosangue,,,,,,,,Inconel,F1 666 20,0,shopify,2,deny,manual,34900.00,TRUE,TRUE,,,,,
novitec-race-exhaust-no-flap-ss-purosangue,,,,,,,,Inconel Gold 999,F1 666 30,0,shopify,2,deny,manual,47900.00,TRUE,TRUE,,,,,
novitec-race-exhaust-no-flap-ss-purosangue,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-02at23.32.10_934450da-4aa5-4ccd-950a-4b3a24b5546b.png,2,Exhaust system RACE without flap regulation - Ferrari Purosangue - F1 666 10/ 20/ 30 - Novitec,,
novitec-race-exhaust-no-flap-ss-purosangue,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/9d204cfd-b1d9-4dc2-bc48-c1a45c9b2b5e.png,3,Exhaust system RACE without flap regulation - Ferrari Purosangue - F1 666 10/ 20/ 30 - Novitec,,
novitec-ferrari-12cilindri-f1-012-17,Tailpipes (Set of 2) - Ferrari 12Cilindri - F1 012 17/ 18 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Tailpipes (Set of 2)</strong> for the Ferrari 12Cilindri are designed to complement NOVITEC exhaust systems with a refined motorsport-inspired finish. Developed specifically for use with NOVITEC exhausts, these tailpipes enhance the rear appearance while maintaining precise OEM-level fitment.</p> <p>Available in two premium finishes, each version adds a distinctive visual accent to match the vehicle’s performance character.</p> <h4>Compatibility</h4> <p>Ferrari 12Cilindri<br>For use with <strong>NOVITEC exhaust systems</strong></p> <h4>Key Features</h4> <ul> <li> <p>Tailpipes set (2 pieces)</p> </li> <li> <p>Designed for use with NOVITEC exhaust systems</p> </li> <li> <p>Precision-engineered for perfect fitment</p> </li> <li> <p>High-quality stainless steel construction</p> </li> <li> <p>Available in Black or Gold-Plated finish</p> </li> <li> <p>Direct replacement using factory mounting points</p> </li> </ul> <h4>Available Versions</h4> <p><strong>Black Tailpipes</strong></p> <ul> <li> <p>Stainless steel construction</p> </li> <li> <p>Black-coated finish</p> </li> <li> <p>Sporty, understated appearance</p> </li> </ul> <p><strong>Gold-Plated Tailpipes</strong></p> <ul> <li> <p>Stainless steel construction</p> </li> <li> <p>Coated with 999 fine gold</p> </li> <li> <p>Premium appearance with reduced heat discoloration</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Tailpipes</p> </li> <li> <p>Quantity: Set of 2 pieces</p> </li> <li> <p>Material: Stainless Steel</p> </li> <li> <p>Finish: Depending on selected variant</p> </li> </ul> <h4>Installation</h4> <p>Professional installation is recommended.</p> <h4>Part Numbers</h4> <p><strong>Black Tailpipes</strong></p> <ul> <li data",Novitec,Exhaust,"brand_novitec, car_ferrari, category_exhaust, condition_new, install_available, model_12cilindri, pricing_buy_now",TRUE,Variant,Stainless Steel,F1 012 17,0,shopify,5,deny,manual,15900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-17at00.35.43.png,1,Tailpipes (Set of 2) - Ferrari 12Cilindri - F1 012 17/ 18 - Novitec,FALSE,active
novitec-ferrari-12cilindri-f1-012-17,,,,,,,,Gold Plated 999,F1 012 18,0,shopify,4,deny,manual,20900.00,TRUE,TRUE,,,,,
novitec-ferrari-12cilindri-f1-012-17,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-18_at_14.21.36.png,2,Tailpipes (Set of 2) - Ferrari 12Cilindri - F1 012 17/ 18 - Novitec,,
novitec-ferrari-12cilindri-f1-012-17,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/tempImageVWVpqo.jpg,3,Tailpipes (Set of 2) - Ferrari 12Cilindri - F1 012 17/ 18 - Novitec,,
novitec-ferrari-812-f5-812-02,Hydraulic Adjustment System with Sport Spring Set - Ferrari 812 Superfast & GTS - F5 812 02 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Hydraulic Adjustment System</strong> for the <strong>Ferrari 812 Superfast and 812 GTS </strong>combines a sport spring lowering setup with an integrated front axle lift function. The system lowers the vehicle for improved stance and handling while allowing the front axle to be raised hydraulically by approximately <strong>40 mm</strong> when required.</p> <p>Activated via remote control and managed through a dedicated CAN control unit, the system provides maximum practicality without compromising performance. The original factory damper adjustment remains fully functional.</p> <h4>Compatibility</h4> <p>Ferrari 812 <strong>Superfast</strong><br>Ferrari 812 <strong>GTS</strong></p> <p>Designed for use in combination with the original suspension system.</p> <h4>Key Features</h4> <ul> <li> <p>Hydraulic front axle lift system</p> </li> <li> <p>Includes sport spring set for lowering</p> </li> <li> <p>Approx. 40 mm hydraulic front axle adjustment</p> </li> <li> <p>Remote control operation</p> </li> <li> <p>Integrated CAN control unit</p> </li> <li> <p>Original factory damper adjustment remains fully functional</p> </li> <li> <p>Improved stance and everyday usability</p> </li> <li> <p>Developed specifically for Ferrari 812 Superfast &amp; GTS</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Hydraulic Suspension Adjustment System</p> </li> <li> <p>Includes: Suspension spring set + hydraulic front lift system</p> </li> <li> <p>Front Axle Lift: Approx. 40 mm</p> </li> <li> <p>Control: Remote control with CAN integration</p> </li> <li> <p>Suspension Compatibility: Original factory suspension retained</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and wheel alignment are strongly recommended.</p> <h4>Part Number</h4> <ul> <li> <p>F5 812 02</p> </li> </ul> <h4>Special Order</h4> <p>Lead time approximately <strong>4–6 weeks</str",Novitec,Suspension,"brand_novitec, car_ferrari, category_suspension, condition_new, install_available, model_812_gts, model_812_superfast, pricing_buy_now",TRUE,Title,Default Title,F5 812 02,0,shopify,6,deny,manual,31900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at18.57.08.png,1,Hydraulic Adjustment System with Sport Spring Set - Ferrari 812 Superfast & GTS - F5 812 02 - Novitec,FALSE,active
novitec-ferrari-812-f5-812-02,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-22at19.01.51.png,2,Hydraulic Adjustment System with Sport Spring Set - Ferrari 812 Superfast & GTS - F5 812 02 - Novitec,,
novitec-sport-spring-set-purosangue,Sport Spring Set - Ferrari Purosangue - F5 666 31 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Sport Spring Set</strong> for the Ferrari Purosangue enhances handling dynamics while delivering a sportier and more aggressive stance. Designed to work in combination with the original factory suspension, this spring set lowers the vehicle for improved center of gravity and enhanced driving stability.</p> <p>Engineered specifically for the Purosangue, the system maintains everyday usability and compatibility with vehicles equipped with the factory lift system.</p> <h4>Compatibility</h4> <p>Ferrari Purosangue<br>Compatible with vehicles equipped with the factory lift system</p> <h4>Key Features</h4> <ul> <li> <p>Sport spring set for suspension lowering</p> </li> <li> <p>Optimized for use with the original factory suspension</p> </li> <li> <p>Improved handling stability and reduced body roll</p> </li> <li> <p>Lowered ride height for enhanced stance</p> </li> <li> <p>Compatible with factory lift system</p> </li> <li> <p>Developed specifically for the Ferrari Purosangue</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Sport Spring Set</p> </li> <li> <p>Application: Lowering springs</p> </li> <li> <p>Suspension: Designed for original factory suspension</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and wheel alignment are recommended.</p> <h4>Part Number</h4> <ul> <li> <p>F5 666 31</p> </li> </ul> <h4>Special Order</h4> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Suspension,"brand_novitec, car_ferrari, category_suspension, condition_new, install_available, model_purosangue, pricing_buy_now",TRUE,Title,Default Title,F5 666 31,0,shopify,5,deny,manual,6900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-04at06.51.29.png,1,Sport Spring Set - Ferrari Purosangue - F5 666 31 - Novitec,FALSE,active
novitec-sport-spring-set-purosangue,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-04at06.53.12.png,2,Sport Spring Set - Ferrari Purosangue - F5 666 31 - Novitec,,
novitec-nf11-wheel-set-purosangue,"NF11 Forged Aluminium Wheel Set with Central Lock - Ferrari Purosangue - F4 666 22, 20/21 - Novitec","<h4>Description</h4> <p>The <strong>NOVITEC NF11 Forged Aluminium Wheel Set – Central Lock LOOK</strong> for the Ferrari Purosangue combines lightweight forged construction with a distinctive, motorsport-inspired center-lock design. Developed specifically for the Purosangue, this wheel set enhances handling precision, stability, and overall driving dynamics while delivering a bold yet refined visual presence.</p> <p>The set includes a central cover available in black, red, or silver, allowing subtle customization to complement the vehicle’s styling.</p> <h4>Compatibility</h4> <p>Ferrari Purosangue</p> <h4>Key Features</h4> <ul> <li> <p>Forged aluminium wheel set</p> </li> <li> <p>Central Lock LOOK design</p> </li> <li> <p>Includes central cover in black, red, or silver</p> </li> <li> <p>Lightweight construction for improved handling and agility</p> </li> <li> <p>Developed specifically for the Ferrari Purosangue</p> </li> <li> <p>Precision fitment for front and rear axles</p> </li> <li> <p>Available with or without tyres</p> </li> </ul> <h4>Wheel Specifications</h4> <p><strong>Front Axle</strong></p> <ul> <li> <p>9.5J x 22""</p> </li> </ul> <p><strong>Rear Axle</strong></p> <ul> <li> <p>12J x 23""</p> </li> </ul> <h4>Tyre Options</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>Front: 255/35 R22</p> </li> <li> <p>Rear: 315/30 R23</p> </li> </ul> <p><strong>Without Tyres</strong></p> <ul> <li> <p>Wheels supplied without tyres</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Wheel Type: Forged Aluminium</p> </li> <li> <p>Model: NF11</p> </li> <li> <p>Design: Central Lock LOOK</p> </li> <li> <p>Center Cover Colors: Black, Red, or Silver</p> </li> <li> <p>Quantity: Complete wheel set (front and rear)</p> </li> </ul> <h4>Installation</h4> <p data-e",Novitec,Wheels,"brand_novitec, car_ferrari, category_wheels, condition_new, install_available, model_purosangue, pricing_buy_now",TRUE,Variant,With Tyres,F4 666 22,0,shopify,2,deny,manual,74900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-04at06.43.09.png,1,"NF11 Forged Aluminium Wheel Set with Central Lock - Ferrari Purosangue - F4 666 22, 20/21 - Novitec",FALSE,active
novitec-nf11-wheel-set-purosangue,,,,,,,,Without Tyres,F4 666 20/21,0,shopify,1,deny,manual,62900.00,TRUE,TRUE,,,,,
novitec-nf11-wheel-set-purosangue,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-15_at_11.55.46.png,2,"NF11 Forged Aluminium Wheel Set with Central Lock - Ferrari Purosangue - F4 666 22, 20/21 - Novitec",,
novitec-nf11-wheel-set-purosangue,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-04at06.43.53.png,3,"NF11 Forged Aluminium Wheel Set with Central Lock - Ferrari Purosangue - F4 666 22, 20/21 - Novitec",,
novitec-nf10-wheel-set-purosangue,"NF10 Forged Aluminium Wheel Set with Central Lock - Ferrari Purosangue - F4 666 62, 60/61 - Novitec","<h4>Description</h4> <p>The <strong>NOVITEC NF10 Forged Aluminium Wheel Set – Central Lock LOOK</strong> for the Ferrari Purosangue combines advanced forged construction with an authentic motorsport-inspired center-lock design. Developed specifically for the Purosangue, this wheel set enhances handling precision, stability, and overall driving dynamics while delivering a bold, race-inspired appearance.</p> <p>The set includes a central cover available in black, red, or silver, allowing subtle personalization while maintaining a clean, high-performance aesthetic.</p> <h4>Compatibility</h4> <p>Ferrari Purosangue</p> <h4>Key Features</h4> <ul> <li> <p>Forged aluminium wheel set</p> </li> <li> <p>Central Lock LOOK design</p> </li> <li> <p>Includes central cover in black, red, or silver</p> </li> <li> <p>Lightweight construction for improved handling and agility</p> </li> <li> <p>Developed specifically for the Ferrari Purosangue</p> </li> <li> <p>Precision fitment for front and rear axles</p> </li> <li> <p>Available with or without tyres</p> </li> </ul> <h4>Wheel Specifications</h4> <p><strong>Front Axle</strong></p> <ul> <li> <p>9.5J x 22""</p> </li> </ul> <p><strong>Rear Axle</strong></p> <ul> <li> <p>12J x 23""</p> </li> </ul> <h4>Tyre Options</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>Front: 255/35 R22</p> </li> <li> <p>Rear: 315/30 R23</p> </li> </ul> <p><strong>Without Tyres</strong></p> <ul> <li> <p>Wheels supplied without tyres</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Wheel Type: Forged Aluminium</p> </li> <li> <p>Model: NF10</p> </li> <li> <p>Design: Central Lock LOOK</p> </li> <li> <p>Center Cover Colors: Black, Red, or Silver</p> </li> <li> <p>Quantity: Complete wheel set (front and rear)</p> </li> </ul> <h4>Installation</h4> <p data-start=",Novitec,Wheels,"brand_novitec, car_ferrari, category_wheels, condition_new, install_available, model_purosangue, pricing_buy_now",TRUE,Variant,With Tyres,F4 666 62,0,shopify,4,deny,manual,74900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-04at06.45.04_f9247a42-2b0e-4748-a75f-811b78907b5f.png,1,"NF10 Forged Aluminium Wheel Set with Central Lock - Ferrari Purosangue - F4 666 62, 60/61 - Novitec",FALSE,active
novitec-nf10-wheel-set-purosangue,,,,,,,,Without Tyres,F4 666 60/61,0,shopify,3,deny,manual,62900.00,TRUE,TRUE,,,,,
novitec-nf10-wheel-set-purosangue,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-15_at_11.42.44.png,2,"NF10 Forged Aluminium Wheel Set with Central Lock - Ferrari Purosangue - F4 666 62, 60/61 - Novitec",,
novitec-nf10-wheel-set-purosangue,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-04at06.46.11_cd3484e2-f013-43b1-8f41-684612ab6873.png,3,"NF10 Forged Aluminium Wheel Set with Central Lock - Ferrari Purosangue - F4 666 62, 60/61 - Novitec",,
mula-arts-koenigsegg-jesko-7258-1-8,Koenigsegg Jesko 1/8 - Tang Orange,<p><strong>Collectibles</strong> — premium scale model for display and collection.</p> <ul> <li>Brand: Koenigsegg</li> <li>Model: Jesko 7258</li> <li>Scale: 1/8</li> <li>Color: Tang Orange</li> </ul> <p><br></p>,Collectibles,Scale Model / Art Piece,"brand_collectibles, car_koenigsegg, category_collectibles, condition_new, install_available, pricing_buy_now",TRUE,Title,Default Title,F137-158,0,shopify,2,deny,manual,19900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/aac0b76b-1d39-46b5-95cb-e10a5901c1f0.jpg,1,Koenigsegg Jesko 1/8 - Tang Orange,FALSE,active
mula-arts-koenigsegg-jesko-7258-1-8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/02db9e3c-37cb-4f6e-ba4a-ebcd51d63318.jpg,2,Koenigsegg Jesko 1/8 - Tang Orange,,
mula-arts-koenigsegg-jesko-7258-1-8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/e7ee3816-2450-4dd1-b383-10828dd490c2.jpg,3,Koenigsegg Jesko 1/8 - Tang Orange,,
mula-arts-koenigsegg-jesko-engine-1-6,Koenigsegg Jesko Engine 1/6,<p><strong>Collectibles</strong> — premium scale model for display and collection.</p> <ul> <li>Brand: Koenigsegg</li> <li>Model: Jesko Engine</li> <li>Scale: 1/6</li> </ul> <p><br></p>,Collectibles,Scale Model / Art Piece,"brand_collectibles, car_koenigsegg, category_collectibles, condition_new, install_available, pricing_buy_now",TRUE,Title,Default Title,R1 000 02,0,shopify,1,deny,manual,19900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/PHOTO-2024-10-16-10-04-32.jpg,1,Koenigsegg Jesko Engine 1/6,FALSE,active
mula-arts-koenigsegg-jesko-engine-1-6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/PHOTO-2024-10-16-10-04-332.jpg,2,Koenigsegg Jesko Engine 1/6,,
mula-arts-koenigsegg-jesko-engine-1-6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/PHOTO-2024-10-16-10-04-333.jpg,3,Koenigsegg Jesko Engine 1/6,,
